id,kvkid,latitude,Ulatitude,longitude1,statename,zone,district,kvkname,address,address_og,yearsetup_chk,exposure,vulnerability,historicalhazard,futurehazard,risk,kvktype,longitude,Ulongitude,idmaster,location,Ulocation,match,idusing,lat,v3,_merge
19,265,24.485069,24.48507,86.622365,Jharkhand,ICAR-Agricultural Technology Application Research Institute (Zone IV),Deoghar,Krishi Vigyan Kendra Deoghar,"Krishi Vigyan Kendra,      Sujani, PO. Ghorlash,      Distt. Deoghar-814152","Krishi Vigyan Kendra,      Sujani, PO. Ghorlash,      Distt. Deoghar-814152",1985,511,174,359,371,404,NGO,86.62237,86.62237,426,Deoghar,Deoghar,1,347,24.485069,86.622368,3
4,136,26.314412,26.31441,83.99353600000001,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Deoria,Krishi Vigyan Kendra Deoria,"Krishi Vigyan Kendra,At village Malhana, Bhatpar Rani,Distt. Deoria-","Krishi Vigyan Kendra,At village Malhana, Bhatpar Rani,Distt. Deoria-",2009,7,452,332,199,204,ICAR,83.99354,83.99354,360,Deoria,Deoria,1,473,26.314411,83.993538,3
9,532,22.945187,22.94519,76.04033099999999,Madhya Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Dewas,Krishi Vigyan Kendra Dewas,"Krishi Vigyan Kendra, Balgarh Farm,PO. Balgarh,Distt. Dewas-455111","Krishi Vigyan Kendra, Balgarh Farm,PO. Balgarh,Distt. Dewas-455111",2005,332,315,435,361,490,SAU,76.04033,76.04033,525,Dewas,Dewas,1,275,22.945187,76.040329,3
1,413,24.014059,24.01406,91.83438099999999,Tripura,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Dhalai,Krishi Vigyan Kendra Dhalai,"Krishi Vigyan Kendra,Salema Model Orchard (Farm),Distt. Dhalai-","Krishi Vigyan Kendra,Salema Model Orchard (Farm),Distt. Dhalai-",2005,454,305,549,341,547,State Govt,91.83438,91.83438,622,Dhalai,Dhalai,1,324,24.014059,91.834381,3
11,509,20.74356,20.74356,81.598556,Chhattisgarh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Dhamtari,Krishi Vigyan Kendra Dhamtari,"Krishi Vigyan Kendra,Polytechnic Campus, RUDRI,Distt. Dhamtari-493773","Krishi Vigyan Kendra,Polytechnic Campus, RUDRI,Distt. Dhamtari-493773",2004,340,408,280,162,367,SAU,81.59856,81.59856,345,Dhamtari,Dhamtari ,.99976963,174,20.743561,81.598557,3
18,264,23.708323,23.70832,86.526267,Jharkhand,ICAR-Agricultural Technology Application Research Institute (Zone IV),Dhanbad,Krishi Vidyan Kendra Dhanbad,"Krishi Vidyan Kendra,      Baliapur Farm, Sindri Road,      Distt. Dhanbad-828201","Krishi Vidyan Kendra,      Baliapur Farm, Sindri Road,      Distt. Dhanbad-828201",1994,523,180,435,413,489,SAU,86.52627,86.52627,524,Dhanbad,Dhanbad,1,309,23.708323,86.526268,3
30,553,22.591523,22.59152,75.341933,Madhya Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Dhar,Krishi Vigyan Kendra Dhar,"Krishi Vigyan Kendra,Post Box No.18,Distt. Dhar-454 001","Krishi Vigyan Kendra,Post Box No.18,Distt. Dhar-454 001",2002,190,270,280,466,370,SAU,75.34193,75.34193,347,Dhar,Dhar 1,.99661243,254,22.591522,75.341934,3
2,577,12.219464,12.21946,78.059825,Tamilnadu,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),Dharmapuri,Krishi Vigyan Kendra Dharmapuri(SAU),"Krishi Vigyan Kendra,State Seed Farm,Papparappaty, Pennagaram TkDistt. Dharmapuri-636 809","Krishi Vigyan Kendra,State Seed Farm,Papparappaty, Pennagaram TkDistt. Dharmapuri-636 809",2006,301,247,200,471,303,SAU,78.05983,78.05982,231,Dharmapuri,Dharmapuri,1,30,12.219464,78.059822,3
5,653,15.471953,15.48031,74.992771,Karnataka,ICAR-Agricultural Technology Application Research Institute(Zone XI: earlier Zone VIII),Dharwad,Krishi Vigyan Kendra Dharwad(SAU),"Krishi Vigyan Kendra,      Saidapur Farm,      Distt. Dharwad580 005","Krishi Vigyan Kendra,      Saidapur Farm,      Distt. Dharwad580 005",2004,216,117,280,353,152,SAU,74.99277,74.97926,318,Dharwad,Dharwad,1,72,15.480312,74.979256,3
8,96,26.719316,26.71932,77.88801100000001,Rajasthan,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Dhoulpur,Krishi Vigyan Kendra Dholpur,"Krishi Vigyan Kendra,RIICO Industrial Area,Distt. Dhoulpur-328 001","Krishi Vigyan Kendra,RIICO Industrial Area,Distt. Dhoulpur-328 001",1992,310,185,200,289,127,SAU,77.88801,77.88801,223,Dhoulpur,Dhaulpur,.99160081,510,26.719316,77.888008,3
7,337,27.591369,27.59137,94.731956,Assam,ICAR-Agricultural Technology Research Application Institute (Zone VI),Dhemaji,Krishi Vigyan Kendra Dhemaji,"Krishi Vigyan Kendra,Silagaon (Silapathar)Distt. Dhemaji","Krishi Vigyan Kendra,Silagaon (Silapathar)Distt. Dhemaji",2005,439,240,417,50,225,SAU,94.73196,94.73196,462,Dhemaji,Dhemaji,1,566,27.59137,94.731956,3
20,293,20.64041,20.64041,85.58999799999999,Odisha,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Dhenkanal,Krishi Vigyan Kendra Dhenkanal,"Krishi Vigyan Kendra,      RRTTS Campus, PO Mahisapet,      Distt. Dhenkanal-759 001","Krishi Vigyan Kendra,      RRTTS Campus, PO Mahisapet,      Distt. Dhenkanal-759 001",1994,463,232,346,33,167,SAU,85.59,85.59,374,Dhenkanal,Dhenkanal,1,169,20.640409,85.589996,3
6,336,26.232336,26.23234,90.28241,Assam,ICAR-Agricultural Technology Research Application Institute (Zone VI),Dhubri,Krishi Vigyan Kendra Dhubri,"Krishi Vigyan Kendra,Chirakuta, (Revenue village Jamduar Pt.II),Distt. Dhubri","Krishi Vigyan Kendra,Chirakuta, (Revenue village Jamduar Pt.II),Distt. Dhubri",2005,247,398,230,141,207,SAU,90.28241,90.28241,252,Dhubri,Dhubri,1,465,26.232336,90.28241,3
37,456,20.900188,20.90019,74.79880199999999,Maharashtra,ICAR-Agricultural Technology Research Application Institute (Zone VIII),Dhule,Krishi Vigyan Kendra Dhule,"Krishi Vigyan Kendra,Parola Road,Distt. Dhule-424004","Krishi Vigyan Kendra,Parola Road,Distt. Dhule-424004",1983,292,95,494,549,553,SAU,74.7988,74.79881,596,Dhule,Dhule,1,184,20.900188,74.798805,3
17,369,27.351909,28.2025,96.015299,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),Dibang Valley,Krishi Vigyan Kendra Changlang,"Krishi Vigyan Kendra,Village Anini Town (near JNV),Distt. Dibang Valley, Arunachal Pradesh","Krishi Vigyan Kendra,Village Anini Town (near JNV),Distt. Dibang Valley, Arunachal Pradesh",2020,573,66,200,71,154,State Govt,96.0153,96.25056,225,Dibang Valley,Dibang Valley,1,589,28.202499,96.250557,3
2,332,27.407635,27.40763,95.04324200000001,Assam,ICAR-Agricultural Technology Research Application Institute (Zone VI),Dibrugarh,Krishi Vigyan Kendra Dibrugarh,"Krishi Vigyan Kendra,Romai village,Distt. Dibrugarh","Krishi Vigyan Kendra,Romai village,Distt. Dibrugarh",2006,390,374,488,202,493,SAU,95.04324,95.04324,540,Dibrugarh,Dibrugarh,1,554,27.407635,95.043243,3
8,409,25.759232,25.75923,93.867088,Nagaland,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),Dimapur,Krishi Vigyan Kendra Dimapur,"Krishi Vigyan Kendra,      Jharnapani,      Distt. Dimapur-797 106","Krishi Vigyan Kendra,      Jharnapani,      Distt. Dimapur-797 106",1977,323,494,494,86,530,ICAR,93.86709,93.86709,593,Dimapur,Dimapur ,.99968523,435,25.759232,93.867088,3
25,600,10.280178,10.28018,77.934495,Tamilnadu,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),Dindigul,Krishi Vigyan Kendra Dindigul(DU),"Krishi Vigyan Kendra,Gandhigram,Distt. Dindigul-624 302","Krishi Vigyan Kendra,Gandhigram,Distt. Dindigul-624 302",1989,285,241,243,511,444,DU,77.93449,77.93449,285,Dindigul,Dindigul,1,2,10.280178,77.934494,3
25,548,22.936292,22.93629,81.082615,Madhya Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Dindori,Krishi Vigyan Kendra Dindori,"Krishi Vigyan Kendra,Tribal Agricultural Research Station,Distt. Dindori-481 880","Krishi Vigyan Kendra,Tribal Agricultural Research Station,Distt. Dindori-481 880",2003,459,12,494,159,110,SAU,81.08262,81.08262,546,Dindori,Dindori ,.99968523,273,22.936293,81.082619,3
7,21,32.981285,32.98129,75.70975900000001,Jammu And Kashmir,ICAR-Agricultural Technology Application Research Institute(Zone I),Doda,Krishi Vigyan Kendra Doda,"Krishi Vigyan Kendra,Gwari, Bhaderwah,Distt. Doda-182 221","Krishi Vigyan Kendra,Gwari, Bhaderwah,Distt. Doda-182 221",2002,542,11,280,401,157,SAU,75.70976,75.70976,319,Doda,Doda,1,685,32.981285,75.709763,3
7,253,24.250298,24.2503,87.244074,Jharkhand,ICAR-Agricultural Technology Application Research Institute (Zone IV),Dumka,Krishi Vigyan Kendra Dumka,"Krishi Vigyan Kendra,      Zonal Agricultural Research Station,      PO.Khutabandh,      Distt. Dumka-814101","Krishi Vigyan Kendra,      Zonal Agricultural Research Station,      PO.Khutabandh,      Distt. Dumka-814101",2004,520,45,494,360,357,SAU,87.24407,87.24407,568,Dumka,Dumka,1,334,24.250298,87.244072,3
12,100,23.841332,23.84133,73.72018799999999,Rajasthan,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Dungarpur,Krishi Vigyan Kendra Dungarpur,"Krishi Vigyan Kendra,Badal Mahal, Shastri Colony,Distt. Dungarpur-314 001","Krishi Vigyan Kendra,Badal Mahal, Shastri Colony,Distt. Dungarpur-314 001",1992,253,18,280,419,70,SAU,73.72019,73.72018,308,Dungarpur,Dungarpur ,.99980599,317,23.841331,73.720184,3
14,512,21.166669,21.16667,81.236418,Chhattisgarh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Durg,Krishi Vigyan Kendra Durg,"Krishi Vigyan Kendra,P.Box. No. 6, Anjora,Dist Durg-491001","Krishi Vigyan Kendra,P.Box. No. 6, Anjora,Dist Durg-491001",1992,209,248,243,333,200,SAU,81.23642,81.23642,276,Durg,Durg,1,196,21.16667,81.23642,3
10,217,26.547483,26.54748,84.937161,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),East Champaran,Krishi Vigyan Kendra East Champaran,"Krishi Vigyan Kendra,Pipra Kothi,Distt. East Champaran-845401","Krishi Vigyan Kendra,Pipra Kothi,Distt. East Champaran-845401",2006,28,269,348,410,203,SAU,84.93716,84.93716,377,East Champaran,East Champaran 1,.9997288,494,26.547483,84.937164,3
41,213,24.799078,26.62431,85.039698,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),East Champaran,Krishi Vigyan Kendra Gaya,"Krishi Vigyan Kendra,State Seed Multiplication Farm, ParsauniDistt. East Champaran, Bihar","Krishi Vigyan Kendra,State Seed Multiplication Farm, ParsauniDistt. East Champaran, Bihar",2019,28,269,348,410,203,SAU,85.0397,84.61597,376,East Champaran,East Champaran 2,.9983291,502,26.624313,84.615967,3
5,613,17.137381,17.13738,81.902033,Andhra Pradesh,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),East Godavari,Krishi Vigyan Kendra East Godavari,"Krishi Vigyan Kendra,      (Central  Tobacco Research Institute) , Kalavacharla,Rajanagaram       Mandal, East  Godavari District-533 297","Krishi Vigyan Kendra,      (Central  Tobacco Research Institute) , Kalavacharla,Rajanagaram       Mandal, East  Godavari District-533 297",1983,315,424,132,366,310,ICAR,81.90203,81.90203,144,East Godavari,East Godavari 1,.99968523,96,17.137381,81.902031,3
6,362,27.308116,27.30812,93.030694,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),East Kameng,Krishi Vigyan Kendra East Kameng,"Krishi Vigyan Kendra,Pampoli, PO. Seppa,Distt. East Kameng","Krishi Vigyan Kendra,Pampoli, PO. Seppa,Distt. East Kameng",2006,562,34,549,95,343,State Govt,93.03069,93.03069,607,East Kameng,East Kameng,1,546,27.308117,93.030693,3
2,388,25.547277,25.54728,91.84388199999999,Meghalaya,ICAR-Agricultural Technology Application Research Institute(Zone VII:earlier Zone III),East Khasi Hills,Krishi Vigyan Kendra East Khasi Hills,"Krishi Vigyan Kendra,Fruits Garden, Dhankheti, ShillongDistt. East Khasi Hills-793001","Krishi Vigyan Kendra,Fruits Garden, Dhankheti, ShillongDistt. East Khasi Hills-793001",2004,458,235,113,3,10,State Govt,91.84388,91.84388,126,East Khasi Hills,East Khasi Hills,1,418,25.547277,91.84388,3
8,364,28.1097,28.1097,95.14319999999999,Arunachal Pradesh,ICAR-Agricultural Technology Research Application Institute (Zone VI),East Siang,Krishi Vigyan Kendra East Siang,"Krishi Vigyan Kendra,College of Horticulture & Forestry, CAU, PasighAt.791102,Distt. East Siang","Krishi Vigyan Kendra,College of Horticulture & Forestry, CAU, PasighAt.791102,Distt. East Siang",2006,566,161,359,15,222,CAU,95.1432,95.1432,404,East Siang,East Siang,1,586,28.109699,95.143204,3
4,376,27.231544,27.23154,88.58973899999999,Sikkim,ICAR-Agricultural Technology Research Application Institute (Zone VI),East Sikkim,Krishi Vigyan Kendra East Sikkim,"KrishiVigyanKendra,      Saramsa, Ranipool      Distt. East Sikkim-7371354","KrishiVigyanKendra,      Saramsa, Ranipool      Distt. East Sikkim-7371354",1982,327,265,494,26,244,ICAR,88.58974,88.58974,555,East Sikkim,East Sikkim,1,540,27.231544,88.589737,3
12,258,22.693338,22.69334,86.393598,Jharkhand,ICAR-Agricultural Technology Application Research Institute (Zone IV),East Singhbhum,Krishi Vigyan Kendra East Singhbhum,"Krishi Vigyan Kendra,      Darisai, Vill-Barakhurshi, PO.Giridhi,      Distt. East Singhbhum-832 304","Krishi Vigyan Kendra,      Darisai, Vill-Barakhurshi, PO.Giridhi,      Distt. East Singhbhum-832 304",2004,473,112,494,409,445,SAU,86.3936,86.3936,585,East Singhbhum,East Singhbhum,1,260,22.693338,86.3936,3
14,695,9.988287,9.988287,76.272115,Kerala,ICAR-Agricultural Technology Application Research Institute(Zone XI: earlier Zone VIII),Ernakulam,Krishi Vigyan Kendra Ernakulam (ICAR),"Krishi Vigyan Kendra,      Narakkal,      Distt. Ernakulam-682505","Krishi Vigyan Kendra,      Narakkal,      Distt. Ernakulam-682505",1976,112,415,226,8,40,ICAR,76.27211,76.27212,248,Ernakulam,Ernakulam,1,717,9.988287,76.272118,3
24,599,11.454069,11.45407,77.398657,Tamilnadu,ICAR-Agricultural Technology Application Research Institute(Zone X : earlier Zone V),Erode,Krishi Vigyan Kendra Erode(NGO),"Krishi Vigyan Kendra,57, Bharathi Street, Gobichettipalayam,Distt. Erode-638 452","Krishi Vigyan Kendra,57, Bharathi Street, Gobichettipalayam,Distt. Erode-638 452",1991,266,432,151,523,521,NGO,77.39866,77.39866,179,Erode,Erode,1,19,11.454069,77.398659,3
66,198,27.44997,27.44997,78.48610499999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Etah,Krishi Vigyan Kendra Etah,"Krishi Vigyan Kendra,R.B.S. College, Awagarh,Distt. Etah-207 30","Krishi Vigyan Kendra,R.B.S. College, Awagarh,Distt. Etah-207 30",1982,89,498,238,397,443,OEI,78.4861,78.48611,260,Etah,Etah,1,555,27.44997,78.486107,3
32,164,26.78903,26.78903,78.99731199999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Etawah,Krishi Vigyan Kendra Etawah,"Krishi Vigyan Kendra,Dr. B.R. Ambedkar Agricultural Engineering College Farm,Distt. Etawah-206001","Krishi Vigyan Kendra,Dr. B.R. Ambedkar Agricultural Engineering College Farm,Distt. Etawah-206001",2004,119,430,46,339,96,SAU,78.99731,78.99731,50,Etawah,Etawah,1,515,26.78903,78.997314,3
23,155,26.713953,26.71395,82.153852,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Faizabad,Krishi Vigyan Kendra Faizabad,"Krishi Vigyan Kendra,Crop Research Station, Masodha,PO. Dabha Semar,Distt. Faizabad -224133,","Krishi Vigyan Kendra,Crop Research Station, Masodha,PO. Dabha Semar,Distt. Faizabad -224133,",2004,35,502,264,279,345,SAU,82.15385,82.15385,289,Faizabad,Faizabad,1,509,26.713953,82.153854,3
12,82,28.415541,28.41554,77.390586,Haryana,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Faridabad,Krishi Vigyan Kendra Faridabad,"Krishi Vigyan Kendra,      Vill. Bhopani, PO. Bhaskola, Jasana Road,      Distt. Faridabad-121002","Krishi Vigyan Kendra,      Vill. Bhopani, PO. Bhaskola, Jasana Road,      Distt. Faridabad-121002",1992,188,562,141,104,457,SAU,77.39059,77.39059,153,Faridabad,Faridabad,1,594,28.415541,77.390587,3
9,43,30.678187,30.67819,74.739559,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Faridkot,Krishi Vigyan Kendra Faridkot,"Krishi Vigyan Kendra,PAU Regional Research Station,Distt. Faridkot-151 203","Krishi Vigyan Kendra,PAU Regional Research Station,Distt. Faridkot-151 203",1995,167,512,1,230,8,SAU,74.73956,74.73956,1,Faridkot,Faridkot,1,659,30.678186,74.739555,3
17,149,27.384834,27.38483,79.60508299999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Farrukhabad,Krishi Vigyan Kendra Farrukhabad,"Krishi Vigyan Kendra,Krishi Bhawan, Lakula,Distt. Farrukhabad-205302","Krishi Vigyan Kendra,Krishi Bhawan, Lakula,Distt. Farrukhabad-205302",2005,94,472,183,149,170,SAU,79.60508,79.60508,200,Farrukhabad,Farrukhabad,1,551,27.384834,79.60508,3
1,71,29.529059,29.52906,75.50176999999999,Haryana,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Fatehabad,Krishi Vigyan Kendra Fatehabad,"Krishi Vigyan Kendra,      Govt. Seed Farm,      Distt. Fatehabad-125 050.","Krishi Vigyan Kendra,      Govt. Seed Farm,      Distt. Fatehabad-125 050.",2004,109,510,33,134,68,SAU,75.50177,75.50177,37,Fatehabad,Fatehabad,1,625,29.529058,75.50177,3
8,42,30.622831,30.62283,76.405903,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Fatehgarh Sahib,Krishi Vigyan Kendra Fatehgarh Sahib,"Krishi Vigyan Kendra,Shamsher Nagar, Sirhind,Distt. Fatehgarh Sahib-","Krishi Vigyan Kendra,Shamsher Nagar, Sirhind,Distt. Fatehgarh Sahib-",2004,187,569,42,241,411,SAU,76.4059,76.40591,46,Fatehgarh Sahib,Fatehgarh Sahib,1,656,30.622831,76.405907,3
58,190,25.850178,25.85018,81.03173200000001,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Fatehpur,Krishi Vigyan Kendra Fatehpur,"Krishi Vigyan Kendra,Tharion, PO.Tharion,Distt. Fatehpur-212622","Krishi Vigyan Kendra,Tharion, PO.Tharion,Distt. Fatehpur-212622",1989,97,357,137,234,88,SAU,81.03173,81.03173,150,Fatehpur,Fatehpur,1,439,25.850178,81.031731,3
21,55,30.403648,30.40396,74.027962,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Fazilka,Krishi Vigyan Kendra Fazilka,"Krishi Vigyan Kendra,,District Fazilka, (Punjab)","Krishi Vigyan Kendra,,District Fazilka, (Punjab)",2016,,,,,,ICAR,74.02796,74.0265,695,Fazilka,Fazilka,1,649,30.403959,74.026497,3
14,48,30.910411,30.91041,74.66332,Punjab,ICAR-Agricultural Technology Application Research Institute(Zone I),Ferozepur,Krishi Vigyan Kendra Ferozepur,"Krishi Vigyan Kendra,Mallewal Road,Distt. Ferozepur-152 001","Krishi Vigyan Kendra,Mallewal Road,Distt. Ferozepur-152 001",1990,189,525,12,482,237,SAU,74.66332,74.66332,13,Ferozepur,Ferozepur,1,660,30.910412,74.663322,3
34,166,27.220397,27.2204,78.30779800000001,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Firozabad,Krishi Vigyan Kendra Firozabad,"Krishi Vigyan Kendra,Hazaratpur, PO. Ussain,Distt. Firozabad-283103","Krishi Vigyan Kendra,Hazaratpur, PO. Ussain,Distt. Firozabad-283103",2004,70,515,345,68,347,SAU,78.3078,78.3078,373,Firozabad,Firozabad,1,538,27.220398,78.3078,3
26,674,15.423012,15.42301,75.52845499999999,Karnataka,ICAR-Agricultural Technology Application Research Institute(Zone XI: earlier Zone VIII),Gadag,Krishi Vigyan Kendra Gadag(NGO),"Krishi Vigyan Kendra,      Hulkoti,      Distt. Gadag-582 205","Krishi Vigyan Kendra,      Hulkoti,      Distt. Gadag-582 205",1985,199,75,151,432,55,NGO,75.52845,75.52846,168,Gadag,Gadag,1,70,15.423012,75.528458,3
10,429,19.898128,19.89813,79.87761999999999,Maharashtra,ICAR-Agricultural Technology Research Application Institute (Zone VIII),Gadchiroli,Krishi Vigyan Kendra Gadchiroli,"Krishi Vigyan Kendra,PO. Sonapur,Distt. Gadchiroli 442 605","Krishi Vigyan Kendra,PO. Sonapur,Distt. Gadchiroli 442 605",2004,543,215,494,259,506,SAU,79.87762,79.87762,590,Gadchiroli,Gadchiroli,1,150,19.898129,79.877617,3
7,280,19.161792,19.16179,84.14483300000001,Odisha,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Gajapati,Krishi Vigyan Kendra Gajapti,"Krishi Vigyan Kendra,      At/PO. R.Udayagiri,      Distt. Gajapati-761016","Krishi Vigyan Kendra,      At/PO. R.Udayagiri,      Distt. Gajapati-761016",2005,461,80,239,348,164,SAU,84.14483,84.14484,261,Gajapati,Gajapati,1,135,19.161793,84.144836,3
8,22,34.225817,34.22582,74.775583,Jammu And Kashmir,ICAR-Agricultural Technology Application Research Institute(Zone I),Ganderbal,Krishi Vigyan Kendra Ganderbal,"Krishi Vigyan Kendra,Shuhama, P.Box No.1277,GPO,Distt. Ganderbal -190 001","Krishi Vigyan Kendra,Shuhama, P.Box No.1277,GPO,Distt. Ganderbal -190 001",2002,,,,,,SAU,74.77558,74.77558,709,Ganderbal,Ganderbal,1,699,34.225819,74.775581,3
23,489,23.282432,23.28243,72.641682,Gujarat,ICAR-Agricultural Technology Research Application Institute (Zone VIII),Gandhinagar,Krishi Vigyan Kendra Gandhi Nagar,"Krishi Vigyan Kendra,      Randheja,      Distt. Gandhinagar-382620","Krishi Vigyan Kendra,      Randheja,      Distt. Gandhinagar-382620",1977,133,505,32,534,410,DU,72.64168,72.64169,36,Gandhinagar,Gandhinagar,1,289,23.282433,72.641685,3
1,89,29.69976,29.69976,73.63504,Rajasthan,ICAR-Agricultural Technology Application Research Institute (Zone II: earlier Zone VI,Srigangangnagar,Krishi Vigyan Kendra Sriganganagar,"Krishi Vigyan Kendra,Agricultural Research Station,Rajasthan Agricultural UniversityDistt. Srigangangnagar-335 001","Krishi Vigyan Kendra,Agricultural Research Station,Rajasthan Agricultural UniversityDistt. Srigangangnagar-335 001",2004,442,159,24,406,31,SAU,73.63504,73.63504,29,Srigangangnagar,Ganganagar ,.9959107,629,29.69976,73.63504,3
25,298,19.947552,19.94755,84.59481,Odisha,ICAR-Agricultural Technology Application Research Institute(Zone V: earlier Zone II),Ganjam,Krishi Vigyan Kendra Ganjam,"Krishi Vigyan Kendra,      At Benakunda, PO. Dihapadhala via Bhanjanagar      Distt. Ganjam-761 126","Krishi Vigyan Kendra,      At Benakunda, PO. Dihapadhala via Bhanjanagar      Distt. Ganjam-761 126",1985,386,303,149,367,249,SAU,84.59481,84.59481,164,Ganjam,Ganjam 1,.99850744,152,19.947552,84.59481,3
15,261,24.155682,24.15568,83.788787,Jharkhand,ICAR-Agricultural Technology Application Research Institute (Zone IV),Garwah,Krishi Vigyan Kendra Garwah,"Krishi Vigyan Kendra,      Sub-Divisional Agricultural Farm,      Distt. Garwah-822114","Krishi Vigyan Kendra,      Sub-Divisional Agricultural Farm,      Distt. Garwah-822114",2004,501,69,280,317,206,SAU,83.78879,83.78879,329,Garwah,Garhwa ,.98432559,329,24.155682,83.788788,3
19,517,20.624978,20.62498,82.097904,Chhattisgarh,ICAR-Agricultural Technology Application Research Institute(Zone IX:earlier Zone VII),Gariyaband,Krishi Vigyan Kendra Gariyaband,"Krishi Vigyan KendraVillage – Kokdi, Gariyaband Block, Distt. GariyabandChhattisgarh","Krishi Vigyan KendraVillage – Kokdi, Gariyaband Block, Distt. GariyabandChhattisgarh",2011,,,,,,SAU,82.0979,82.0979,644,Gariyaband,Gariaband,.99823606,167,20.624977,82.0979,3
9,141,28.530114,28.53011,77.65353399999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Gautam Budha Nagar,Krishi Vigyan Kendra Gautam Budha Nagar,"Krishi Vigyan Kendra,Coat Gaon, SDO Office, Tehsil-DadriDistt. Gautam Budha Nagar-203207","Krishi Vigyan Kendra,Coat Gaon, SDO Office, Tehsil-DadriDistt. Gautam Budha Nagar-203207",2005,305,551,72,464,527,SAU,77.65353,77.65353,80,Gautam Budha Nagar,Gautam Budh Nagar,.99955964,599,28.530113,77.653534,3
43,213,24.799078,24.79908,85.039698,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Gaya,Krishi Vigyan Kendra Gaya,"Krishi Vigyan Kendra,State Seed Multiplication Farm, Amas,Distt. Gaya, Bihar","Krishi Vigyan Kendra,State Seed Multiplication Farm, Amas,Distt. Gaya, Bihar",2019,225,334,435,442,500,SAU,85.0397,85.0397,527,Gaya 1,Gaya 1,1,364,24.799078,85.039696,3
6,213,24.799078,24.61361,85.039698,Bihar,ICAR-Agricultural Technology Application Research Institute (Zone IV),Gaya,Krishi Vigyan Kendra Gaya,"Krishi Vigyan Kendra,Seed Multiplication Farm,Manpur,Distt. Gaya-823003","Krishi Vigyan Kendra,Seed Multiplication Farm,Manpur,Distt. Gaya-823003",2006,225,334,435,442,500,SAU,85.0397,84.66917,526,Gaya 2,Gaya 2,1,353,24.613611,84.669167,3
47,179,28.758631,28.75863,77.500697,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Ghaziabad,Krishi Vigyan Kendra Ghaziabad,"Krishi Vigyan Kendra,Behind Ordinance Factory,Muradnagar, Ghaziabad-201 206Phone/Fax: 01232-262300email: ghaziabadkvk [at] gmail.com","Krishi Vigyan Kendra,Behind Ordinance Factory,Muradnagar, Ghaziabad-201 206Phone/Fax: 01232-262300email: ghaziabadkvk [at] gmail.com",1992,21,573,65,263,389,SAU,77.5007,77.50069,73,Ghaziabad,Ghaziabad,1,608,28.758631,77.500694,3
37,169,25.56049,25.56049,83.54624699999999,Uttar Pradesh,ICAR-Agricultural Technology Application Research Institute (Zone III: earlier Zone IV),Gazipur,Krishi Vigyan KendraGazipur,"Krishi Vigyan Kendra,P.G. College, Ravindrapuri,Distt. Gazipur-233 002","Krishi Vigyan Kendra,P.G. College, Ravindrapuri,Distt. Gazipur-233 002",2002,,,,,,NGO,83.54625,83.54625,673,Gazipur,Ghazipur 1,.98646611,420,25.56049,83.546249,3
